Year,Quarter,Month number,Region,Offence category,Offence type,Alcohol involvement,DV involvement,Total_population,Aboriginal,Non-Aboriginal,Male,Female,Pop_age_0,Pop_age_10,Pop_age_15,Pop_age_20,Pop_age_25,Pop_age_30,Pop_age_35,Pop_age_40,Pop_age_45,Pop_age_5,Pop_age_50,Pop_age_55,Pop_age_60,Pop_age_65,Pop_age_70,Pop_age_75,Pop_age_80,Pop_age_85plus,Cask Wine PAC,Bottled Wine PAC,Fortified Wine PAC,Cider PAC,Standard Spirits PAC,Mixed Spirits PAC,Full-Strength Beer PAC,Mid-Strength Beer PAC,Low-Strength Beer PAC,Total PAC,Number of offences,Region_Barkly,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Top End
2024,2,4,Greater Darwin,03 Sexual offences,"035, 039 Other sexual offences",0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,2,False,False,False,False,False
2024,2,4,Greater Darwin,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,1,False,False,False,False,False
2024,2,4,Greater Darwin,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,28,False,False,False,False,False
2024,2,4,Greater Darwin,04 Harm or endanger persons,045 Driving causing serious injury,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,2,False,False,False,False,False
2024,2,4,Greater Darwin,04 Harm or endanger persons,049 Other acts that harm or endanger persons,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,8,False,False,False,False,False
2024,2,4,Greater Darwin,"05 Robbery, blackmail, and extortion",051 Robbery,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,28,False,False,False,False,False
2024,2,4,Greater Darwin,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,12,False,False,False,False,False
2024,2,4,Greater Darwin,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,50,False,False,False,False,False
2024,2,4,Greater Darwin,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,30,False,False,False,False,False
2024,2,4,Greater Darwin,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,4,False,False,False,False,False
2024,2,4,Greater Darwin,07 Theft,07* Other theft,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,344,False,False,False,False,False
2024,2,4,Greater Darwin,07 Theft,071 Motor vehicle theft and related offences,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,32,False,False,False,False,False
2024,2,4,Greater Darwin,11 Property damage offences,11 Property damage offences,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,6979,55441,753,9159,69198,34979,91579,57975,2151,328214,242,False,False,False,False,False
2024,2,4,Top End,02 Assault,021 Serious Assault,0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,10,False,False,False,False,True
2024,2,4,Top End,02 Assault,021 Serious Assault,0,1,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,34,False,False,False,False,True
2024,2,4,Top End,02 Assault,021 Serious Assault,1,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,1,False,False,False,False,True
2024,2,4,Top End,02 Assault,021 Serious Assault,1,1,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,22,False,False,False,False,True
2024,2,4,Top End,02 Assault,022 Assault of a prescribed officer,0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,2,False,False,False,False,True
2024,2,4,Top End,02 Assault,023 Common Assault,0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,4,False,False,False,False,True
2024,2,4,Top End,02 Assault,023 Common Assault,0,1,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,12,False,False,False,False,True
2024,2,4,Top End,02 Assault,023 Common Assault,1,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,1,False,False,False,False,True
2024,2,4,Top End,02 Assault,023 Common Assault,1,1,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,2,False,False,False,False,True
2024,2,4,Top End,03 Sexual offences,"035, 039 Other sexual offences",0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,1,False,False,False,False,True
2024,2,4,Top End,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,3,False,False,False,False,True
2024,2,4,Top End,04 Harm or endanger persons,049 Other acts that harm or endanger persons,0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,2,False,False,False,False,True
2024,2,4,Top End,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,3,False,False,False,False,True
2024,2,4,Top End,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,9,False,False,False,False,True
2024,2,4,Top End,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,11,False,False,False,False,True
2024,2,4,Top End,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,6,False,False,False,False,True
2024,2,4,Top End,07 Theft,07* Other theft,0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,29,False,False,False,False,True
2024,2,4,Top End,07 Theft,071 Motor vehicle theft and related offences,0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,6,False,False,False,False,True
2024,2,4,Top End,11 Property damage offences,11 Property damage offences,0,0,18248,13424,4824,9335,8913,1111,1489,1526,1443,1657,1511,1387,1205,1071,1450,1166,949,841,678,420,229,95,20,1293,12676,287,3826,21221,16656,36105,42295,1195,135555,48,False,False,False,False,True
2024,2,5,Barkly,02 Assault,021 Serious Assault,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,7,True,False,False,False,False
2024,2,5,Barkly,02 Assault,021 Serious Assault,0,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,16,True,False,False,False,False
2024,2,5,Barkly,02 Assault,021 Serious Assault,1,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,5,True,False,False,False,False
2024,2,5,Barkly,02 Assault,021 Serious Assault,1,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,31,True,False,False,False,False
2024,2,5,Barkly,02 Assault,023 Common Assault,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,6,True,False,False,False,False
2024,2,5,Barkly,02 Assault,023 Common Assault,0,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,2,True,False,False,False,False
2024,2,5,Barkly,02 Assault,023 Common Assault,1,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,2,True,False,False,False,False
2024,2,5,Barkly,02 Assault,023 Common Assault,1,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,2,True,False,False,False,False
2024,2,5,Barkly,03 Sexual offences,031 Sexual assault of an adult,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,1,True,False,False,False,False
2024,2,5,Barkly,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,3,True,False,False,False,False
2024,2,5,Barkly,"05 Robbery, blackmail, and extortion",051 Robbery,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,1,True,False,False,False,False
2024,2,5,Barkly,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,9,True,False,False,False,False
2024,2,5,Barkly,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,9,True,False,False,False,False
2024,2,5,Barkly,07 Theft,07* Other theft,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,42,True,False,False,False,False
2024,2,5,Barkly,07 Theft,071 Motor vehicle theft and related offences,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,2,True,False,False,False,False
2024,2,5,Barkly,11 Property damage offences,11 Property damage offences,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,25,True,False,False,False,False
2024,2,5,Big Rivers,02 Assault,021 Serious Assault,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,11,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,021 Serious Assault,0,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,37,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,021 Serious Assault,1,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,10,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,021 Serious Assault,1,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,64,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,022 Assault of a prescribed officer,1,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,1,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,023 Common Assault,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,4,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,023 Common Assault,0,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,2,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,023 Common Assault,1,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,3,False,True,False,False,False
2024,2,5,Big Rivers,02 Assault,023 Common Assault,1,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,7,False,True,False,False,False
2024,2,5,Big Rivers,03 Sexual offences,031 Sexual assault of an adult,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,2,False,True,False,False,False
2024,2,5,Big Rivers,03 Sexual offences,032 Sexual assault of a child,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,1,False,True,False,False,False
2024,2,5,Big Rivers,03 Sexual offences,"033, 034 Other child-related sexual offences",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,1,False,True,False,False,False
2024,2,5,Big Rivers,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,1,False,True,False,False,False
2024,2,5,Big Rivers,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,2,False,True,False,False,False
2024,2,5,Big Rivers,04 Harm or endanger persons,049 Other acts that harm or endanger persons,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,3,False,True,False,False,False
2024,2,5,Big Rivers,"05 Robbery, blackmail, and extortion",051 Robbery,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,3,False,True,False,False,False
2024,2,5,Big Rivers,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,6,False,True,False,False,False
2024,2,5,Big Rivers,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,27,False,True,False,False,False
2024,2,5,Big Rivers,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,27,False,True,False,False,False
2024,2,5,Big Rivers,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,4,False,True,False,False,False
2024,2,5,Big Rivers,07 Theft,07* Other theft,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,71,False,True,False,False,False
2024,2,5,Big Rivers,07 Theft,071 Motor vehicle theft and related offences,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,4,False,True,False,False,False
2024,2,5,Big Rivers,11 Property damage offences,11 Property damage offences,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,72,False,True,False,False,False
2024,2,5,Central Australia,02 Assault,021 Serious Assault,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,31,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,021 Serious Assault,0,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,74,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,021 Serious Assault,1,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,15,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,021 Serious Assault,1,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,65,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,022 Assault of a prescribed officer,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,4,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,022 Assault of a prescribed officer,1,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,2,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,022 Assault of a prescribed officer,1,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,1,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,023 Common Assault,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,15,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,023 Common Assault,0,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,9,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,023 Common Assault,1,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,3,False,False,True,False,False
2024,2,5,Central Australia,02 Assault,023 Common Assault,1,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,4,False,False,True,False,False
2024,2,5,Central Australia,03 Sexual offences,031 Sexual assault of an adult,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,5,False,False,True,False,False
2024,2,5,Central Australia,03 Sexual offences,032 Sexual assault of a child,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,2,False,False,True,False,False
2024,2,5,Central Australia,03 Sexual offences,"035, 039 Other sexual offences",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,3,False,False,True,False,False
2024,2,5,Central Australia,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,12,False,False,True,False,False
2024,2,5,Central Australia,04 Harm or endanger persons,049 Other acts that harm or endanger persons,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,8,False,False,True,False,False
2024,2,5,Central Australia,"05 Robbery, blackmail, and extortion",051 Robbery,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,9,False,False,True,False,False
2024,2,5,Central Australia,"05 Robbery, blackmail, and extortion",052 Blackmail or other extortion,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,1,False,False,True,False,False
2024,2,5,Central Australia,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,10,False,False,True,False,False
2024,2,5,Central Australia,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,88,False,False,True,False,False
2024,2,5,Central Australia,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,40,False,False,True,False,False
2024,2,5,Central Australia,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,5,False,False,True,False,False
2024,2,5,Central Australia,07 Theft,07* Other theft,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,184,False,False,True,False,False
2024,2,5,Central Australia,07 Theft,071 Motor vehicle theft and related offences,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,7,False,False,True,False,False
2024,2,5,Central Australia,11 Property damage offences,11 Property damage offences,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,18,10117,113,2100,18685,8384,21246,11451,225,72339,182,False,False,True,False,False
