As At,Year,Month number,Offence category,Offence type ,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Tanami,2
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Thamarrurr,1
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Victoria River,2
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,West Arnhem,4
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Yuendumu - Anmatjere,5
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Unknown ,1
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Palmerston,,7
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Tennant Creek,,14
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Alice Springs,,5
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Katherine,,4
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,Barkly,2
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,Thamarrurr,1
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,West Arnhem,1
2/02/2026,2025,5,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Palmerston,,3
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Alice Springs,,17
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Darwin,,28
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Katherine,,14
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Barkly,9
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Daly,3
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,East Arnhem,8
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Elsey,4
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Howard Springs,1
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Petermann - Simpson,2
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Sandover - Plenty,6
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Tanami,5
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Thamarrurr,7
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Tiwi Islands,3
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Victoria River,2
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Virginia,1
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,West Arnhem,5
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Yuendumu - Anmatjere,4
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Unknown ,4
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Palmerston,,2
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Tennant Creek,,2
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Alice Springs,,3
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Darwin,,1
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Anindilyakwa,1
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Barkly,1
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,East Arnhem,1
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Tiwi Islands,1
2/02/2026,2025,5,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Victoria River,1
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,Alice Springs,,3
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,Darwin,,18
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,Katherine,,3
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Humpty Doo,2
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Sandover - Plenty,1
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Thamarrurr,1
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Unknown ,1
2/02/2026,2025,5,07 Theft,071 Motor vehicle theft and related offences,-,-,Palmerston,,7
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,Alice Springs,,123
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,Darwin,,281
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,Katherine,,33
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,Nhulunbuy,,5
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Alligator,5
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Anindilyakwa,2
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Barkly,6
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Daly,5
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,East Arnhem,8
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Elsey,1
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Gulf,5
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Howard Springs,2
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Humpty Doo,7
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Petermann - Simpson,5
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Sandover - Plenty,9
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Thamarrurr,2
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Tiwi Islands,5
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Victoria River,5
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Virginia,23
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Weddell,9
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,West Arnhem,4
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Yuendumu - Anmatjere,3
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,NT Balance,Unknown ,6
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,Palmerston,,93
2/02/2026,2025,5,07 Theft,07* Other theft,-,-,Tennant Creek,,12
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,Alice Springs,,241
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,Darwin,,218
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,Katherine,,62
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,Nhulunbuy,,6
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Alligator,3
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Anindilyakwa,3
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Barkly,4
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Daly,14
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,East Arnhem,15
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Elsey,3
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Gulf,3
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Howard Springs,5
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Humpty Doo,6
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Petermann - Simpson,1
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Sandover - Plenty,4
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Tanami,2
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Thamarrurr,13
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Tiwi Islands,2
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Victoria River,6
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Virginia,2
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Weddell,2
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,West Arnhem,8
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,3
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Unknown ,14
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,Palmerston,,103
2/02/2026,2025,5,11 Property damage offences,11 Property damage offences,-,-,Tennant Creek,,33
2/02/2026,2025,6,01 Homicide,0132 Driving causing death,-,-,NT Balance,Elsey,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,Alice Springs,,13
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,Darwin,,45
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,Katherine,,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Alligator,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Daly,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Elsey,3
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Gulf,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Howard Springs,15
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Tanami,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Thamarrurr,3
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Tiwi Islands,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Weddell,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,West Arnhem,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Yuendumu - Anmatjere,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,NT Balance,Unknown ,4
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,Palmerston,,14
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,No,Tennant Creek,,4
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,Alice Springs,,33
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,Darwin,,32
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,Katherine,,19
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Alligator,4
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Anindilyakwa,4
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Barkly,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Daly,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,East Arnhem,11
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Elsey,8
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Gulf,7
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Howard Springs,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Petermann - Simpson,6
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Sandover - Plenty,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tanami,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Thamarrurr,17
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tiwi Islands,9
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Victoria River,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,16
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,3
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,4
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,Palmerston,,23
2/02/2026,2025,6,02 Assault,021 Serious Assault,No,Yes,Tennant Creek,,8
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,16
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,Darwin,,16
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,Katherine,,7
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,NT Balance,Alligator,3
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,NT Balance,Daly,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,NT Balance,Elsey,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,NT Balance,Humpty Doo,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,NT Balance,Thamarrurr,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,NT Balance,Unknown ,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,No,Palmerston,,10
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,Alice Springs,,38
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,Darwin,,59
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,Katherine,,31
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,Nhulunbuy,,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Alligator,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Anindilyakwa,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Barkly,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Daly,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Elsey,7
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Gulf,5
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Koolpinyah,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Petermann - Simpson,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Sandover - Plenty,11
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tanami,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Thamarrurr,4
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tiwi Islands,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Victoria River,3
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,West Arnhem,6
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Unknown ,2
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,Palmerston,,30
2/02/2026,2025,6,02 Assault,021 Serious Assault,Yes,Yes,Tennant Creek,,20
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,No,No,Alice Springs,,2
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Humpty Doo,2
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Petermann - Simpson,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Thamarrurr,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,West Arnhem,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,No,Yes,Alice Springs,,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,No,Yes,NT Balance,Sandover - Plenty,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,Yes,No,Alice Springs,,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,Yes,No,Darwin,,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,Yes,No,Palmerston,,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Alice Springs,,2
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Darwin,,1
2/02/2026,2025,6,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Tennant Creek,,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,Alice Springs,,12
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,Darwin,,24
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,Katherine,,4
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,NT Balance,Elsey,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,NT Balance,Gulf,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,NT Balance,Howard Springs,7
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,NT Balance,Sandover - Plenty,2
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,NT Balance,Tanami,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,NT Balance,Weddell,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,NT Balance,Unknown ,3
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,Palmerston,,4
2/02/2026,2025,6,02 Assault,023 Common Assault,No,No,Tennant Creek,,2
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,Alice Springs,,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,Darwin,,5
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,Katherine,,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,Anindilyakwa,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,Sandover - Plenty,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,Tanami,3
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,Thamarrurr,2
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,Tiwi Islands,2
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,Victoria River,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,Virginia,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,NT Balance,West Arnhem,1
2/02/2026,2025,6,02 Assault,023 Common Assault,No,Yes,Palmerston,,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,Alice Springs,,3
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,Darwin,,4
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,Katherine,,5
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,NT Balance,Alligator,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,NT Balance,Petermann - Simpson,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,NT Balance,Victoria River,2
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,NT Balance,Virginia,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,NT Balance,Unknown ,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,Palmerston,,4
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,No,Tennant Creek,,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,Yes,Alice Springs,,7
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,Yes,Darwin,,2
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,Yes,Katherine,,4
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,Yes,Nhulunbuy,,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Elsey,1
2/02/2026,2025,6,02 Assault,023 Common Assault,Yes,Yes,Palmerston,,4
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,Alice Springs,,12
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,Darwin,,9
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,Katherine,,1
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Alligator,2
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Barkly,2
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,East Arnhem,1
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Gulf,2
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Howard Springs,1
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Humpty Doo,1
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Tanami,1
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Tiwi Islands,1
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Unknown ,2
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,Palmerston,,7
2/02/2026,2025,6,03 Sexual offences,031 Sexual assault of an adult,-,-,Tennant Creek,,1
2/02/2026,2025,6,03 Sexual offences,032 Sexual assault of a child,-,-,Alice Springs,,3
2/02/2026,2025,6,03 Sexual offences,032 Sexual assault of a child,-,-,Darwin,,3
2/02/2026,2025,6,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,Tanami,1
2/02/2026,2025,6,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,West Arnhem,1
2/02/2026,2025,6,03 Sexual offences,032 Sexual assault of a child,-,-,Palmerston,,2
2/02/2026,2025,6,03 Sexual offences,"033, 034 Other child-related sexual offences",-,-,Alice Springs,,2
2/02/2026,2025,6,03 Sexual offences,"033, 034 Other child-related sexual offences",-,-,NT Balance,Sandover - Plenty,1
2/02/2026,2025,6,03 Sexual offences,"033, 034 Other child-related sexual offences",-,-,Palmerston,,1
2/02/2026,2025,6,03 Sexual offences,"035, 039 Other sexual offences",-,-,Alice Springs,,1
2/02/2026,2025,6,03 Sexual offences,"035, 039 Other sexual offences",-,-,NT Balance,East Arnhem,1
2/02/2026,2025,6,03 Sexual offences,"035, 039 Other sexual offences",-,-,Palmerston,,4
2/02/2026,2025,6,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",-,-,Darwin,,1
2/02/2026,2025,6,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",-,-,NT Balance,Gulf,1
2/02/2026,2025,6,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",-,-,Tennant Creek,,1
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Alice Springs,,13
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Darwin,,19
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Katherine,,7
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Nhulunbuy,,1
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Elsey,1
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Howard Springs,1
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Sandover - Plenty,1
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Tanami,2
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Tiwi Islands,1
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Victoria River,2
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,West Arnhem,2
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Yuendumu - Anmatjere,2
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Unknown ,4
2/02/2026,2025,6,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Palmerston,,7
2/02/2026,2025,6,04 Harm or endanger persons,045 Driving causing serious injury,-,-,Darwin,,2
2/02/2026,2025,6,04 Harm or endanger persons,045 Driving causing serious injury,-,-,NT Balance,Virginia,1
2/02/2026,2025,6,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,Alice Springs,,5
2/02/2026,2025,6,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,Darwin,,4
2/02/2026,2025,6,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,Katherine,,3
2/02/2026,2025,6,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,NT Balance,East Arnhem,2
2/02/2026,2025,6,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,NT Balance,Thamarrurr,1
2/02/2026,2025,6,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,NT Balance,Tiwi Islands,2
